id,DOI,chemical_formula,label,f_atomic_number_mean,f_atomic_number_geo_mean,f_atomic_number_stddev,f_atomic_number_max,f_atomic_number_min,f_group_number_mean,f_group_number_geo_mean,f_group_number_stddev,f_group_number_max,f_group_number_min,f_period_number_mean,f_period_number_geo_mean,f_period_number_stddev,f_period_number_max,f_period_number_min,f_electronegativity_pauling_scale_mean,f_electronegativity_pauling_scale_geo_mean,f_electronegativity_pauling_scale_stddev,f_electronegativity_pauling_scale_max,f_electronegativity_pauling_scale_min,f_electronegativity_Muliken_mean,f_electronegativity_Muliken_geo_mean,f_electronegativity_Muliken_stddev,f_electronegativity_Muliken_max,f_electronegativity_Muliken_min,f_electron_affinity_eV_mean,f_electron_affinity_eV_geo_mean,f_electron_affinity_eV_stddev,f_electron_affinity_eV_max,f_electron_affinity_eV_min,f_melting_point_K_mean,f_melting_point_K_geo_mean,f_melting_point_K_stddev,f_melting_point_K_max,f_melting_point_K_min,f_boiling_point_K_mean,f_boiling_point_K_geo_mean,f_boiling_point_K_stddev,f_boiling_point_K_max,f_boiling_point_K_min,f_density_g/cm^3_at_298_K_mean,f_density_g/cm^3_at_298_K_geo_mean,f_density_g/cm^3_at_298_K_stddev,f_density_g/cm^3_at_298_K_max,f_density_g/cm^3_at_298_K_min,f_ionization_energy_eV_mean,f_ionization_energy_eV_geo_mean,f_ionization_energy_eV_stddev,f_ionization_energy_eV_max,f_ionization_energy_eV_min,f_electric_dipole_polarizability_10^-24*cm^3_mean,f_electric_dipole_polarizability_10^-24*cm^3_geo_mean,f_electric_dipole_polarizability_10^-24*cm^3_stddev,f_electric_dipole_polarizability_10^-24*cm^3_max,f_electric_dipole_polarizability_10^-24*cm^3_min,f_electrical_conductivity_S/m_mean,f_electrical_conductivity_S/m_geo_mean,f_electrical_conductivity_S/m_stddev,f_electrical_conductivity_S/m_max,f_electrical_conductivity_S/m_min,f_thermal_conductivity_W/(mK)_mean,f_thermal_conductivity_W/(mK)_geo_mean,f_thermal_conductivity_W/(mK)_stddev,f_thermal_conductivity_W/(mK)_max,f_thermal_conductivity_W/(mK)_min,f_electrical_resistivity_m/S_mean,f_electrical_resistivity_m/S_geo_mean,f_electrical_resistivity_m/S_stddev,f_electrical_resistivity_m/S_max,f_electrical_resistivity_m/S_min,sanity_id,nelements,sanity_chemical_formula,elements,formula_prototype,_oqmd_entry_id,_oqmd_calculation_id,_oqmd_icsd_id,_oqmd_band_gap,_oqmd_delta_e,_oqmd_stability,_oqmd_prototype,_oqmd_spacegroup,_oqmd_natoms,sanity_label,REFCODE,CCDC
FECXES_clean.cif,10.1039/c2jm15538a,Cu16H80C148O80,unknown,6.395061728395062,4.47356933506716,5.755682135771698,29.0,1.0,11.135802469135802,7.45212862261777,5.912433198891294,16.0,1.0,1.851851851851852,1.7440835282311982,0.649997362029046,4.0,1.0,2.651234567901235,2.609164886616725,0.4862539668594403,3.44,1.9,8.854693425925925,8.820642897443125,0.7490149698477191,9.6793948,6.6205,12.694499938271608,12.691811350952468,0.2597867243897091,12.9711096,12.264195,1828.9293827160493,317.55318221504814,1847.2977761312925,3820.0,13.81,2496.9135802469136,467.2690384397412,2458.777275106676,5100.0,20.28,1.771432098765432,0.8686653146238348,1.861790810133637,8.96,0.0708,12.245266913580249,12.136420372487162,1.5391597608416667,13.61806,7.72638,1.46785012345679,1.2128576388309615,1.1689725113596778,6.1,0.666793,2959259.25925926,0.0,12772963.129423972,59000000.0,0.0,84.74802469135803,5.296109847119169,99.8463419960243,401.0,0.149,6.304558024691357e-06,0.0,6.873403378542831e-06,1.38e-05,0.0,FECXES_clean.cif,,Cu16H80C148O80,,,,,,,,,,,,unknown,FECXES,
LIZWEX_charged.cif,10.1021/ja710123s,Cu48H72C216N104O224,unknown,7.951807228915663,6.249865533277929,6.216774072334764,29.0,1.0,13.204819277108436,10.927842959012088,4.455290712039454,16.0,1.0,2.036144578313253,1.950515444207939,0.6295108663909943,4.0,1.0,2.842048192771084,2.793621169647629,0.5131799257878992,3.44,1.9,8.954857450602407,8.910760110655163,0.8439108713978067,9.6793948,6.6205,12.573566708433736,12.561968188900758,0.5290584994365359,12.9711096,11.44,1370.6778313253012,242.05670288720003,1732.9436974565367,3820.0,13.81,1908.2580722891564,354.8656541900828,2324.7270582848187,5100.0,20.28,1.9014843373493973,1.1602694080546745,2.093526254765685,8.96,0.0708,12.566528192771086,12.411493395987351,1.82850138888044,14.53414,7.72638,1.528640204819277,1.2351154684708825,1.347406860017649,6.1,0.666793,4297590.361445783,0.0,15269987.69855837,59000000.0,0.0,75.25460590361445,1.905766237569782,111.894135618262,401.0,0.02583,4.490407228915663e-06,0.0,6.464257575290977e-06,1.38e-05,0.0,LIZWEX_charged.cif,,Cu48H72C216N104O224,,,,,,,,,,,,unknown,LIZWEX,
BEPVAV_clean.cif,10.1039/c3sc00016h,Cu6H42C40N16,unknown,5.461538461538462,3.263421277429313,6.362333686692988,29.0,1.0,8.73076923076923,4.806577390475497,6.415472236996169,15.0,1.0,1.7115384615384617,1.5733571020626105,0.7425667144733779,4.0,1.0,2.4465384615384616,2.4267099601308124,0.3163547462008227,3.04,1.9,8.817223221153847,8.786283048968707,0.7020499884698477,9.37188,6.6205,12.360489903846153,12.351873170823234,0.4558477833293049,12.772119,11.44,1562.8561538461545,197.6514476120912,1810.2460518097807,3820.0,13.81,2144.734807692308,276.0122386814432,2422.542188779644,5100.0,20.28,1.5352076923076925,0.5149221920545919,2.0795067795260187,8.96,0.0708,12.50433653846154,12.366762471660428,1.740569485973887,14.53414,7.72638,1.467358711538462,1.188565172250668,1.2452641703731189,6.1,0.666793,3442307.6923076925,0.0,13747046.48214475,59000000.0,0.0,77.82686807692308,2.7128591249951883,104.76333924615852,401.0,0.02583,5.308690384615385e-06,0.0,6.71297084107899e-06,1.38e-05,0.0,BEPVAV_clean.cif,,Cu6H42C40N16,,,,,,,,,,,,unknown,BEPVAV,
HOGLEV_clean.cif,10.1002/anie.200802087,Cu48H192C408O192,unknown,6.628571428571429,4.655275064731232,6.0383806452000455,29.0,1.0,11.314285714285717,7.78800709022647,5.730975626597365,16.0,1.0,1.8857142857142857,1.775925951289156,0.6663945022680344,4.0,1.0,2.636285714285714,2.5959786811994685,0.475130572816031,3.44,1.9,8.800643139999998,8.76487156375055,0.7657743229033599,9.6793948,6.6205,12.699955994285714,12.697451209822216,0.2507064755478397,12.9711096,12.264195,1948.6977142857145,377.5106798224927,1842.929588891534,3820.0,13.81,2664.401714285714,554.3213341829565,2448.604487883409,5100.0,20.28,1.883668571428572,0.9471430456064032,1.9496531125556569,8.96,0.0708,12.131710285714286,12.017216611673694,1.5730513763174436,13.61806,7.72638,1.539152685714286,1.2647112386136592,1.2290187792455705,6.1,0.666793,3420000.0,0.0,13682936.192833131,59000000.0,0.0,91.96102857142856,6.84249107977544,102.59509332363268,401.0,0.149,6.703845714285716e-06,0.0,6.896223481933234e-06,1.38e-05,0.0,HOGLEV_clean.cif,,Cu48H192C408O192,,,,,,,,,,,,unknown,HOGLEV,
ncomms7350-s2_clean.cif,10.1038/ncomms7350,Cu16H64C56N48,unknown,6.521739130434782,3.841086106755417,7.394884043641498,29.0,1.0,9.478260869565217,5.574217073027929,6.275345583536945,15.0,1.0,1.826086956521739,1.669169465938104,0.8157244799692922,4.0,1.0,2.499565217391304,2.4719496847001863,0.3734152399124409,3.04,1.9,8.817758108695653,8.7769903088876,0.799479904099329,9.37188,6.6205,12.245582304347826,12.234139558857011,0.524863165046682,12.772119,11.44,1301.9530434782612,169.38095908471652,1705.1386820927491,3820.0,13.81,1825.160869565217,235.1921098775116,2299.004861603712,5100.0,20.28,1.6993217391304345,0.583248171243179,2.4095914730341144,8.96,0.0708,12.62031391304348,12.437735896239028,1.983397064752113,14.53414,7.72638,1.5849714782608697,1.237623020095077,1.4616995429692787,6.1,0.666793,5160869.565217392,0.0,16615177.428573754,59000000.0,0.0,78.15647739130438,1.6164401132060522,118.36866885068864,401.0,0.02583,4.201504347826087e-06,0.0,6.348809907409095e-06,1.38e-05,0.0,ncomms7350-s2_clean.cif,,Cu16H64C56N48,,,,,,,,,,,,unknown,ncomms7350-s2,
LAZGOK_manual.cif,10.1007/s11243-011-9548-1,Cu5H24C30N12O24,unknown,6.578947368421052,4.545676915292022,5.91266071973554,29.0,1.0,11.189473684210526,7.4046227806728115,6.033755462906129,16.0,1.0,1.8526315789473684,1.7411011265922487,0.6644098458130313,4.0,1.0,2.714105263157895,2.6675053477692408,0.5066473802034667,3.44,1.9,8.984086107368416,8.948948628654714,0.7552290811667045,9.6793948,6.6205,12.52437768842106,12.514562380561836,0.4878469321169266,12.9711096,11.44,1303.0872631578948,178.1553558263635,1734.4823059511943,3820.0,13.81,1797.0457894736842,258.84946093658016,2325.9889436686035,5100.0,20.28,1.5923284210526318,0.7487941269299851,1.9250401617499155,8.96,0.0708,12.674174526315792,12.545864167745815,1.6726050350036348,14.53414,7.72638,1.3868529684210522,1.136103795972447,1.2003784310950878,6.1,0.666793,3136842.1052631577,0.0,13167152.532615948,59000000.0,0.0,66.03387326315793,1.6572470207370928,102.32463525124138,401.0,0.02583,4.358805263157894e-06,0.0,6.414029918732321e-06,1.38e-05,0.0,LAZGOK_manual.cif,,Cu5H24C30N12O24,,,,,,,,,,,,unknown,LAZGOK,
XAMDUM_clean.cif,10.1039/c1cc16045a,Cu12H24C72O48,unknown,7.615384615384615,5.617107387662243,6.569609068552669,29.0,1.0,12.384615384615383,9.540865117959669,5.031263207928564,16.0,1.0,2.0,1.896155028678343,0.6793662204867574,4.0,1.0,2.72,2.672094615899629,0.5159159144368691,3.44,1.9,8.79818855384615,8.75409514155397,0.8472310682216043,9.6793948,6.6205,12.75311864615385,12.751065480031274,0.2270894233327503,12.9711096,12.264195,1886.5069230769225,402.411570810276,1821.760014265092,3820.0,13.81,2602.8053846153844,601.788079140508,2418.863189938661,5100.0,20.28,2.092123076923077,1.1952046891495822,2.1312095280718832,8.96,0.0708,12.073638461538463,11.939278302643377,1.688393953909345,13.61806,7.72638,1.6308912307692311,1.3096655800556567,1.3778512011852229,6.1,0.666793,4584615.384615385,0.0,15708441.931935646,59000000.0,0.0,96.4582307692308,6.680567844799709,111.22765299628564,401.0,0.149,6.370561538461539e-06,0.0,6.8783248921788255e-06,1.38e-05,0.0,XAMDUM_clean.cif,,Cu12H24C72O48,,,,,,,,,,,,unknown,XAMDUM,
KOQLUZ_clean.cif,10.1039/C4CE01725K,Cu2Si2H20W24C24N8O60,unknown,18.3,8.441733169503115,25.59707014484276,74.0,1.0,11.642857142857142,8.797988318184071,5.608757729239704,16.0,1.0,2.585714285714286,2.221436705565542,1.616812182244141,6.0,1.0,2.8582857142857145,2.8057481367308026,0.5421359118696856,3.44,1.9,8.758935835714283,8.665579056224434,1.2066025547283163,9.6793948,6.47931,12.633502671428571,12.626546375440125,0.4129491016455082,12.9711096,11.44,1360.8774285714285,212.5562536994281,1748.9476449108197,3820.0,13.81,2010.243428571428,325.6154654956952,2557.005286804907,5828.15,20.28,4.404285714285714,1.4318167513975806,6.866863316667656,19.3,0.0708,12.114749,11.855133281197546,2.310771488154768,14.53414,7.72638,2.870399,1.510420548706162,3.842775261456639,11.1,0.666793,4288585.714285715,0.0,9995486.32489808,59000000.0,0.0,61.948261714285714,1.8602016489328883,85.81440900003257,401.0,0.02583,1.6661001428571425e-05,0.0,0.000118493766443,0.001,0.0,KOQLUZ_clean.cif,,Cu2Si2H20W24C24N8O60,,,,,,,,,,,,unknown,KOQLUZ,
UNACIW_clean.cif,10.1039/c0cc04689b,Cu4H32C56N8O20,unknown,5.833333333333333,4.156604632339856,5.000555524694788,29.0,1.0,10.833333333333334,7.057738892525486,6.006015502995494,16.0,1.0,1.8,1.7013343219017114,0.6000000000000001,4.0,1.0,2.616,2.581910785910523,0.4363683459341813,3.44,1.9,8.863484233333335,8.83643765947622,0.6710633173069703,9.6793948,6.6205,12.5801258,12.573679225693123,0.3960579270656253,12.9711096,11.44,1844.9516666666668,308.9800273929601,1862.312689253308,3820.0,13.81,2499.9020000000005,441.0140513623522,2481.584140969097,5100.0,20.28,1.6129133333333336,0.7822010711190389,1.6437634815129445,8.96,0.0708,12.37722266666667,12.277165332626783,1.5058719547489936,14.53414,7.72638,1.4094781333333335,1.2039351337119402,1.0028370586897866,6.1,0.666793,2013333.3333333333,0.0,10582272.387766669,59000000.0,0.0,79.708022,4.45901876436735,91.7417225778986,401.0,0.02583,6.440576666666665e-06,0.0,6.884110848695148e-06,1.38e-05,0.0,UNACIW_clean.cif,,Cu4H32C56N8O20,,,,,,,,,,,,unknown,UNACIW,
NEJSEC_clean.cif,10.1126/science.1231451,Cu8H64C104N8O32,unknown,5.703703703703703,3.9257201963406514,5.248031834357593,29.0,1.0,10.37037037037037,6.491672548711541,6.153277645999059,16.0,1.0,1.7777777777777777,1.6710335980604354,0.628539361054709,4.0,1.0,2.5722222222222224,2.540380054899209,0.4215345276779724,3.44,1.9,8.831564174074073,8.803961487612114,0.6761607112866485,9.6793948,6.6205,12.60076094074074,12.595917916362666,0.3445202269667922,12.9711096,11.44,1904.0962962962967,318.3028692642859,1862.6099980824365,3820.0,13.81,2582.685555555556,456.2899684599468,2480.384421923543,5100.0,20.28,1.6363111111111113,0.7406554667113254,1.718903501769387,8.96,0.0708,12.29274740740741,12.192899235811426,1.4956399662638966,14.53414,7.72638,1.430457185185185,1.209154956336742,1.0465270564232223,6.1,0.666793,2233333.333333333,0.0,11132967.39252222,59000000.0,0.0,83.29873444444443,5.3838822729849065,93.41048652209372,401.0,0.02583,6.645085185185184e-06,0.0,6.894649178876364e-06,1.38e-05,0.0,NEJSEC_clean.cif,,Cu8H64C104N8O32,,,,,,,,,,,,unknown,NEJSEC,
XAMDUM05_clean.cif,10.1039/c1cc16045a,Cu12H24C72O48,unknown,7.615384615384615,5.617107387662243,6.569609068552669,29.0,1.0,12.384615384615383,9.540865117959669,5.031263207928564,16.0,1.0,2.0,1.896155028678343,0.6793662204867574,4.0,1.0,2.72,2.672094615899629,0.5159159144368691,3.44,1.9,8.79818855384615,8.75409514155397,0.8472310682216043,9.6793948,6.6205,12.75311864615385,12.751065480031274,0.2270894233327503,12.9711096,12.264195,1886.5069230769225,402.411570810276,1821.760014265092,3820.0,13.81,2602.8053846153844,601.788079140508,2418.863189938661,5100.0,20.28,2.092123076923077,1.1952046891495822,2.1312095280718832,8.96,0.0708,12.073638461538463,11.939278302643377,1.688393953909345,13.61806,7.72638,1.6308912307692311,1.3096655800556567,1.3778512011852229,6.1,0.666793,4584615.384615385,0.0,15708441.931935646,59000000.0,0.0,96.4582307692308,6.680567844799709,111.22765299628564,401.0,0.149,6.370561538461539e-06,0.0,6.8783248921788255e-06,1.38e-05,0.0,XAMDUM05_clean.cif,,Cu12H24C72O48,,,,,,,,,,,,unknown,XAMDUM05,
WOCWAN_clean.cif,10.1021/ic8004008,Cu4H44C44N4O16,unknown,5.178571428571429,3.2894682959564925,5.352259679188724,29.0,1.0,9.107142857142858,5.028953048633243,6.586454095415864,16.0,1.0,1.6785714285714286,1.56141836431142,0.6575697371257845,4.0,1.0,2.5339285714285715,2.50084967199294,0.4297535779433395,3.44,1.9,8.914234864285715,8.88715118035691,0.6677928013601209,9.6793948,6.6205,12.552460442857145,12.54749452704102,0.3495161709462073,12.9711096,11.44,1564.715357142857,190.4387536407572,1830.5413052261767,3820.0,13.81,2128.3339285714287,275.0961956105698,2444.7912357315017,5100.0,20.28,1.424742857142857,0.5319933201967095,1.743569052962623,8.96,0.0708,12.506389285714286,12.406577637996229,1.4892706126392603,14.53414,7.72638,1.32509725,1.104438285846559,1.0486801524250655,6.1,0.666793,2146428.571428572,0.0,10941581.308504373,59000000.0,0.0,70.20026178571428,2.9620130053159217,93.46873020275284,401.0,0.02583,5.422046428571428e-06,0.0,6.739223805532702e-06,1.38e-05,0.0,WOCWAN_clean.cif,,Cu4H44C44N4O16,,,,,,,,,,,,unknown,WOCWAN,
LEHXUT_clean.cif,10.1039/c2cc17593b,Cu24H216C408N24O120,unknown,5.666666666666667,4.051554956883423,4.834639321990564,29.0,1.0,10.696969696969695,6.919400982661775,6.007494554076894,16.0,1.0,1.7878787878787878,1.690647345766354,0.5907148087763008,4.0,1.0,2.5845454545454545,2.553842671213513,0.4151019656340815,3.44,1.9,8.819752515151515,8.794348532095027,0.6521458414295431,9.6793948,6.6205,12.622555333333334,12.61816369745247,0.328308672661832,12.9711096,11.44,2023.006363636364,370.8598145020732,1865.8067739035448,3820.0,13.81,2734.635757575757,529.663883925854,2483.132782058486,5100.0,20.28,1.6484909090909092,0.7998187203084389,1.5951142032570915,8.96,0.0708,12.2473296969697,12.15650888062053,1.4360547426395287,14.53414,7.72638,1.4282162727272727,1.2274588441791447,0.9689619457784416,6.1,0.666793,1839393.93939394,0.0,10104782.527878614,59000000.0,0.0,85.37561606060606,6.4783822670390565,89.28207647155818,401.0,0.02583,7.109615151515151e-06,0.0,6.896291468042419e-06,1.38e-05,0.0,LEHXUT_clean.cif,,Cu24H216C408N24O120,,,,,,,,,,,,unknown,LEHXUT,
WORREC_clean.cif,10.1039/C4CC09999K,Cu4H20C36O16,unknown,6.315789473684211,4.322056940711742,5.929876466086549,29.0,1.0,10.842105263157896,7.099239679814119,5.984745150399927,16.0,1.0,1.8421052631578947,1.7284437865632114,0.6698906348083085,4.0,1.0,2.611052631578948,2.5722537585833973,0.46637340739439,3.44,1.9,8.817257484210522,8.78324895295451,0.7470119229763409,9.6793948,6.6205,12.678920231578948,12.676227078318629,0.2599619634450216,12.9711096,12.264195,1896.1063157894728,337.1028925402257,1847.885577721084,3820.0,13.81,2589.3321052631577,493.7527443080907,2457.79634485978,5100.0,20.28,1.7978947368421054,0.8453195218899678,1.9157777449033688,8.96,0.0708,12.185974736842104,12.07496559124186,1.5522244154874827,13.61806,7.72638,1.4990507894736844,1.2334929077267465,1.196230227911904,6.1,0.666793,3152631.5789473685,0.0,13163440.936370645,59000000.0,0.0,88.44728947368422,6.120440241466027,100.95379725285952,401.0,0.149,6.537752631578947e-06,0.0,6.889573813598297e-06,1.38e-05,0.0,WORREC_clean.cif,,Cu4H20C36O16,,,,,,,,,,,,unknown,WORREC,
cm501138g_si_005_clean.cif,10.1021/cm501138g,Cu12H24C72O48,unknown,7.615384615384615,5.617107387662243,6.569609068552669,29.0,1.0,12.384615384615383,9.540865117959669,5.031263207928564,16.0,1.0,2.0,1.896155028678343,0.6793662204867574,4.0,1.0,2.72,2.672094615899629,0.5159159144368691,3.44,1.9,8.79818855384615,8.75409514155397,0.8472310682216043,9.6793948,6.6205,12.75311864615385,12.751065480031274,0.2270894233327503,12.9711096,12.264195,1886.5069230769225,402.411570810276,1821.760014265092,3820.0,13.81,2602.8053846153844,601.788079140508,2418.863189938661,5100.0,20.28,2.092123076923077,1.1952046891495822,2.1312095280718832,8.96,0.0708,12.073638461538463,11.939278302643377,1.688393953909345,13.61806,7.72638,1.6308912307692311,1.3096655800556567,1.3778512011852229,6.1,0.666793,4584615.384615385,0.0,15708441.931935646,59000000.0,0.0,96.4582307692308,6.680567844799709,111.22765299628564,401.0,0.149,6.370561538461539e-06,0.0,6.8783248921788255e-06,1.38e-05,0.0,cm501138g_si_005_clean.cif,,Cu12H24C72O48,,,,,,,,,,,,unknown,cm501138g_si_005,
UXUNUX_clean.cif,10.1021/ja201170c,Cu8H128C160N32,unknown,4.7073170731707314,3.14559502235814,4.59184803882486,29.0,1.0,8.951219512195122,5.002962860399518,6.385773897413498,15.0,1.0,1.6585365853658536,1.552019131446141,0.6092680974047218,4.0,1.0,2.4453658536585365,2.431359244642989,0.2656799611578874,3.04,1.9,8.809425609756097,8.789536187881259,0.5738333868075245,9.37188,6.6205,12.44328048780488,12.436432024774987,0.4070465529201205,12.772119,11.44,1908.0812195121955,278.20068107469297,1876.938418951868,3820.0,13.81,2572.123658536585,384.96831208789246,2503.7442639431206,5100.0,20.28,1.4225560975609757,0.5460379503120784,1.5714911231908686,8.96,0.0708,12.405950731707318,12.31261208372448,1.4734888326761817,14.53414,7.72638,1.374846048780488,1.1865021988406366,0.9055053636269464,6.1,0.666793,1487804.8780487804,0.0,9093610.598548025,59000000.0,0.0,79.12173951219512,4.659272926107726,86.59004727237162,401.0,0.02583,6.732129268292682e-06,0.0,6.897536066622841e-06,1.38e-05,0.0,UXUNUX_clean.cif,,Cu8H128C160N32,,,,,,,,,,,,unknown,UXUNUX,
ja4012707_si_004_clean.cif,10.1021/ja4012707,Zn4C16,unknown,10.8,8.278377968767291,9.6,30.0,6.0,13.6,13.574963725338092,0.7999999999999999,14.0,12.0,2.4,2.2973967099940698,0.8,4.0,2.0,2.369999999999999,2.337377898589366,0.36,2.55,1.65,8.028197599999997,7.989877031635173,0.7456437999999995,8.401019499999999,6.53691,12.3996952,12.37585792867615,0.7448475999999998,12.772119,10.91,3194.536,2714.921144864079,1250.928,3820.0,692.68,4316.030000000001,3805.779154575416,1567.94,5100.0,1180.15,3.2266,2.834004002641706,1.9532,7.133,2.25,10.88708,10.859552504234284,0.7464400000000005,11.2603,9.3942,2.5579999999999994,2.2301994439058896,1.596,5.75,1.76,3480000.0,279312.1220078994,6760000.0,17000000.0,100000.0,136.8,136.37107793172538,10.400000000000002,142.0,116.0,1.1052120000000002e-05,4.660127445340745e-06,5.4957600000000006e-06,1.38e-05,6.06e-08,ja4012707_si_004_clean.cif,,Zn4C16,,,,,,,,,,,,unknown,ja4012707_si_004,
NEJSOM_clean.cif,10.1126/science.1231451,Cu4H36C56N4O16,unknown,5.551724137931035,3.800075185672098,5.136658023271361,29.0,1.0,10.172413793103448,6.249620815117687,6.220483213945855,16.0,1.0,1.7586206896551724,1.6519132559793048,0.6245093198715459,4.0,1.0,2.5586206896551724,2.5281390217278354,0.4123667946925911,3.44,1.9,8.833426886206896,8.806905698814093,0.6634364302934442,9.6793948,6.6205,12.595064117241384,12.590360894301655,0.3396977409052636,12.9711096,11.44,1904.9796551724128,311.21986489536016,1865.4330992754192,3820.0,13.81,2581.130689655173,445.413680025784,2484.5384633963863,5100.0,20.28,1.603489655172414,0.7097385841233519,1.6873892158464965,8.96,0.0708,12.302169655172415,12.205321648102858,1.475846416947618,14.53414,7.72638,1.4154874827586206,1.2000248200490116,1.021428893369602,6.1,0.666793,2082758.6206896552,0.0,10756459.774143651,59000000.0,0.0,82.45676999999998,5.3610924204258,92.08746480408884,401.0,0.02583,6.662665517241378e-06,0.0,6.895320895349645e-06,1.38e-05,0.0,NEJSOM_clean.cif,,Cu4H36C56N4O16,,,,,,,,,,,,unknown,NEJSOM,
IGAHAB_clean.cif,10.1039/C3CC44133D,Cr6Cu6H72C84N12Cl14O26,unknown,6.472727272727273,4.034264517488161,6.280864287528198,29.0,1.0,9.927272727272728,5.915524595397119,6.466288932763789,17.0,1.0,1.8454545454545448,1.6987783336628128,0.7649879813240519,4.0,1.0,2.564181818181818,2.5260598509604963,0.4510016767116217,3.44,1.66,8.915694958181817,8.86689693810082,0.8824970816534741,10.429992,5.856059999999999,12.689331916363638,12.669423080272642,0.7351024345053127,15.122724,11.44,1580.3979090909088,230.8025459512267,1804.5506327106864,3820.0,13.81,2141.458,328.5920866725631,2409.544594269292,5100.0,20.28,1.6015799999999998,0.6634466572117004,1.8197552718478884,8.96,0.0708,12.372438,12.234270043798476,1.6943325164193717,14.53414,6.7665,1.6664595272727272,1.2561980075257968,1.9183897305490816,11.6,0.666793,1862727.2733636363,0.0,9652591.353224272,59000000.0,0.0,67.79411163636361,2.445816090410996,87.91418972640788,401.0,0.0089,0.63636890939,0.0,2.441038913018565,10.0,0.0,IGAHAB_clean.cif,,Cr6Cu6H72C84N12Cl14O26,,,,,,,,,,,,unknown,IGAHAB,
UTOTUT_clean.cif,10.1021/cg1015934,Cu8H20C36N24O28,unknown,7.413793103448276,5.434822423177091,6.321922674473437,29.0,1.0,12.241379310344827,9.15153552252102,5.276200124395907,16.0,1.0,1.9655172413793105,1.8616111078399704,0.6686454975746657,4.0,1.0,2.7610344827586206,2.715497503858765,0.4965838112238054,3.44,1.9,8.94544333103448,8.90461861429023,0.8100067098113533,9.6793948,6.6205,12.455097006896557,12.441824016897469,0.566332619554102,12.9711096,11.44,1307.8306896551724,207.25910797746187,1716.6765091000914,3820.0,13.81,1818.9375862068969,297.3027393953278,2306.743033192867,5100.0,20.28,1.772931034482759,0.9377952875759362,2.1021672319551143,8.96,0.0708,12.666169655172418,12.510027795563088,1.840309708707192,14.53414,7.72638,1.5030332758620688,1.2174231895611498,1.3231327858681063,6.1,0.666793,4100000.0,0.0,14941956.6645576,59000000.0,0.0,71.79656827586204,1.5530429085714283,110.42092708981583,401.0,0.02583,4.283951724137932e-06,0.0,6.383560701635297e-06,1.38e-05,0.0,UTOTUT_clean.cif,,Cu8H20C36N24O28,,,,,,,,,,,,unknown,UTOTUT,
ADASEF_clean.cif,10.1002/anie.201201202,Cu48H168C360N96O104,unknown,6.731958762886598,4.753751776061645,6.185309272980876,29.0,1.0,11.391752577319588,7.998299374917615,5.567869349528704,16.0,1.0,1.907216494845361,1.7967140561233714,0.6747656978125183,4.0,1.0,2.613917525773196,2.580020657739041,0.4294531567197505,3.44,1.9,8.780435540206186,8.745305919126396,0.7543659581651193,9.6793948,6.6205,12.52234922474227,12.513310970793087,0.4672804927351694,12.9711096,11.44,1874.297216494845,361.5514750112823,1836.205467852839,3820.0,13.81,2567.026494845361,512.9548027093932,2444.5722762040914,5100.0,20.28,1.867317525773196,0.9331625116503558,2.0214761791544134,8.96,0.0708,12.268901855670103,12.132461595648248,1.7348586115766047,14.53414,7.72638,1.5817386907216495,1.3081207430854778,1.2525704963448707,6.1,0.666793,3695876.288659794,0.0,14200870.5811667,59000000.0,0.0,90.74265422680412,4.912316778844533,105.19822913528336,401.0,0.02583,6.403131958762888e-06,0.0,6.881015422137948e-06,1.38e-05,0.0,ADASEF_clean.cif,,Cu48H168C360N96O104,,,,,,,,,,,,unknown,ADASEF,
LOXWAY_clean.cif,10.1002/anie.201408933,Cu4H44C44N4O16,unknown,5.178571428571429,3.2894682959564925,5.352259679188724,29.0,1.0,9.107142857142858,5.028953048633243,6.586454095415864,16.0,1.0,1.6785714285714286,1.56141836431142,0.6575697371257845,4.0,1.0,2.5339285714285715,2.50084967199294,0.4297535779433395,3.44,1.9,8.914234864285715,8.88715118035691,0.6677928013601209,9.6793948,6.6205,12.552460442857145,12.54749452704102,0.3495161709462073,12.9711096,11.44,1564.715357142857,190.4387536407572,1830.5413052261767,3820.0,13.81,2128.3339285714287,275.0961956105698,2444.7912357315017,5100.0,20.28,1.424742857142857,0.5319933201967095,1.743569052962623,8.96,0.0708,12.506389285714286,12.406577637996229,1.4892706126392603,14.53414,7.72638,1.32509725,1.104438285846559,1.0486801524250655,6.1,0.666793,2146428.571428572,0.0,10941581.308504373,59000000.0,0.0,70.20026178571428,2.9620130053159217,93.46873020275284,401.0,0.02583,5.422046428571428e-06,0.0,6.739223805532702e-06,1.38e-05,0.0,LOXWAY_clean.cif,,Cu4H44C44N4O16,,,,,,,,,,,,unknown,LOXWAY,
